Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Store_Age
1,959,110.6544,223.7088,10,0.019117392,12.792854228644991,4,0,2,0,35
0,1319,153.1024,303.6048,9,0.090778148,12.792854228644991,4,0,2,0,35
0,1371,50.6666,666.4658,11,0.027047774,10.895,8,0,2,1,23
0,126,191.0846,1337.5922,7,0.043874493,9.3,7,1,1,1,18
0,605,97.741,1158.492,5,0.011603492,17.7,1,2,0,1,33
0,944,107.1964,420.7856,13,0.29182661600000004,9.3,0,2,1,0,22
1,762,112.7544,1789.6704,5,0.034350673,4.555,6,1,2,1,16
0,1359,241.8196,1687.1372,11,0.183686937,19.2,2,1,1,1,13
1,958,97.8752,2109.2544,4,0.10771483400000001,12.792854228644991,5,2,1,3,35
1,405,150.405,3894.93,12,0.14629990199999998,17.35,8,0,2,1,23
0,619,108.2938,535.969,10,0.123531974,12.65,3,2,1,2,11
1,697,247.4092,6972.2576,1,0.030311951,8.0,9,0,1,1,21
0,1138,181.4292,2918.8672,4,0.087986599,17.7,7,1,1,1,18
1,380,261.591,2366.919,4,0.019590768999999997,14.85,3,2,1,2,11
0,1476,226.5404,225.0404,8,0.242768664,12.15,0,2,1,0,22
1,615,257.9304,6458.26,13,0.067064128,15.1,6,1,2,1,16
0,720,110.0228,3205.1612,6,0.087630566,12.6,7,1,1,1,18
0,1545,34.3532,1042.6428,8,0.07572130099999999,16.75,6,1,2,1,16
0,583,246.7144,5145.3024,6,0.049719026,10.8,8,0,2,1,23
0,1514,64.851,948.765,9,0.065932087,20.2,8,0,2,1,23
0,608,126.2704,4255.7936,13,0.037505332,12.792854228644991,5,2,1,3,35
0,547,227.2352,4122.6336,13,0.09228235300000001,15.2,2,1,1,1,13
0,817,153.434,459.402,13,0.01532563,7.315,9,0,1,1,21
1,166,127.0362,1384.1982,5,0.047996607999999996,16.1,3,2,1,2,11
1,146,143.1786,288.9572,4,0.052040539000000004,12.792854228644991,4,0,2,0,35
0,1292,240.4196,4579.3724,8,0.09762961099999999,17.75,1,2,0,1,33
1,187,225.4088,2460.7968,6,0.057221177000000005,17.2,3,2,1,2,11
0,1361,173.1396,348.8792,9,0.045308629,6.635,0,2,1,0,22
0,1277,86.3882,85.8882,9,0.158096128,12.792854228644991,4,0,2,0,35
0,158,128.2994,3983.4814,6,0.055127499,7.52,8,0,2,1,23
0,299,119.844,599.22,15,0.025842905,12.15,1,2,0,1,33
1,546,100.1016,1113.2176,6,0.12280294300000001,9.195,3,2,1,2,11
0,670,116.9808,3866.9664,10,0.039370913,12.792854228644991,5,2,1,3,35
0,1287,192.982,4633.968,9,0.096411426,12.792854228644991,5,2,1,3,35
0,590,47.306000000000004,1071.938,5,0.16871476,12.85,9,0,1,1,21
0,1387,176.9054,4202.5296,9,0.082353076,12.792854228644991,5,2,1,3,35
0,846,108.057,2087.283,13,0.026830586,7.31,9,0,1,1,21
1,312,108.557,1208.427,4,0.18326022100000003,18.25,6,1,2,1,16
1,1043,259.2304,4649.9472,13,0.027386122000000002,9.6,9,0,1,1,21
1,369,191.153,1707.777,6,0.0,10.3,6,1,2,1,16
0,649,109.1912,545.956,6,0.0,16.7,3,2,1,2,11
1,199,103.2648,2388.8904,0,0.105287746,11.15,6,1,2,1,16
1,499,51.2666,410.1328,0,0.0,11.85,6,1,2,1,16
0,435,51.8982,473.3838,12,0.05616476,12.6,9,0,1,1,21
1,802,38.3848,932.12,0,0.0,7.855,8,0,2,1,23
1,1180,184.8266,3872.9586,5,0.092150005,18.35,1,2,0,1,33
0,1401,164.321,5546.1140000000005,11,0.01938106,12.792854228644991,5,2,1,3,35
0,393,124.902,1771.0279999999998,15,0.07153422599999999,12.5,3,2,1,2,11
0,1472,253.4724,755.0172,9,0.113497001,17.25,6,1,2,1,16
0,1177,78.067,2220.4429999999998,3,0.030121709,12.1,6,1,2,1,16
1,262,76.1986,1090.5804,4,0.065051586,16.0,6,1,2,1,16
1,925,189.4556,1877.556,1,0.029538508999999998,5.94,2,1,1,1,13
0,965,230.2668,2994.7684,1,0.015976248999999998,13.65,3,2,1,2,11
0,1508,208.42700000000002,5452.901999999999,9,0.09862237800000001,8.88,8,0,2,1,23
1,414,106.7254,542.627,13,0.062885197,11.5,0,2,1,0,22
1,802,39.2848,857.5504,0,0.162461219,7.855,2,1,1,1,13
1,143,122.0388,1238.388,14,0.11284010800000001,8.85,9,0,1,1,21
0,69,55.7614,110.5228,7,0.29820527199999997,12.792854228644991,4,0,2,0,35
1,961,157.0946,5522.811,6,0.043902087,13.6,2,1,1,1,13
0,1517,241.28799999999998,5512.8240000000005,8,0.018797945,8.27,1,2,0,1,33
0,800,151.6708,4815.0656,13,0.0,12.792854228644991,5,2,1,3,35
0,1362,230.8642,4414.9198,9,0.060017127999999996,9.895,1,2,0,1,33
1,1180,186.2266,1106.5596,5,0.16147714,12.792854228644991,4,0,2,0,35
0,1407,129.9284,1054.6272,11,0.033944697999999995,18.5,8,0,2,1,23
1,691,129.7994,1284.994,2,0.020803053999999998,21.1,3,2,1,2,11
0,755,126.8678,1780.3492,6,0.08816538,6.65,2,1,1,1,13
0,1407,130.9284,1977.4260000000002,11,0.034082974,18.5,3,2,1,2,11
0,134,180.766,3056.022,7,0.016745264,12.792854228644991,5,2,1,3,35
0,1393,61.1194,2352.9372,9,0.083009876,13.0,7,1,1,1,18
1,303,193.6162,5195.2374,4,0.014721719,12.792854228644991,5,2,1,3,35
0,1105,122.8414,731.0484,1,0.046375227000000005,15.0,8,0,2,1,23
0,497,175.6054,1050.6324,6,0.037639672,13.1,9,0,1,1,21
0,533,174.0054,2101.2648,13,0.04500603,11.1,3,2,1,2,11
1,301,100.2674,203.7348,3,0.013711273999999999,16.75,0,2,1,0,22
0,898,117.2492,2432.8332,3,0.032009653,7.655,7,1,1,1,18
1,1215,145.2128,3739.1328,0,0.026424424,10.5,7,1,1,1,18
1,741,41.948,199.74,3,0.134870732,8.1,3,2,1,2,11
0,635,181.36599999999999,1977.4260000000002,5,0.045295529,15.7,7,1,1,1,18
1,1192,159.7262,5728.5432,13,0.097750937,14.5,2,1,1,1,13
0,1403,125.5678,1398.8458,9,0.05089667,17.7,1,2,0,1,33
0,545,58.5588,801.6232,5,0.052312034,7.36,8,0,2,1,23
0,1348,207.1954,1667.1632,9,0.010363586,18.75,6,1,2,1,16
1,384,59.9904,644.4944,6,0.012254428999999999,18.2,3,2,1,2,11
1,687,144.8786,3323.0078,6,0.107223632,5.46,9,0,1,1,21
1,863,196.5768,3350.3056,6,0.101335811,15.5,2,1,1,1,13
0,1150,39.3164,540.6296,5,0.09899313900000001,12.85,8,0,2,1,23
0,214,86.0198,2006.0554,13,0.026760329,15.25,2,1,1,1,13
1,1204,130.531,1298.31,1,0.054594957,8.6,7,1,1,1,18
0,3,190.953,2466.7889999999998,14,0.08217094700000001,7.39,1,2,0,1,33
1,860,151.4708,2407.5328,10,0.17382151899999998,9.035,7,1,1,1,18
0,858,152.3024,1518.024,0,0.131708682,11.65,9,0,1,1,21
1,1234,171.179,1867.569,3,0.027594063999999998,15.7,1,2,0,1,33
0,509,120.3124,2725.7852,5,0.12470444,18.0,7,1,1,1,18
0,1325,190.85299999999998,4554.072,9,0.052247805999999994,12.792854228644991,5,2,1,3,35
0,229,257.4672,3835.008,4,0.030559582999999998,17.75,3,2,1,2,11
1,438,142.0838,2528.7084,3,0.046903482,17.1,7,1,1,1,18
0,1541,43.0086,758.3462,8,0.163096139,18.2,8,0,2,1,23
1,1141,234.4958,1402.1748,6,0.0,20.35,7,1,1,1,18
0,660,112.3544,1006.6896,0,0.081103929,15.6,8,0,2,1,23
1,426,59.7536,918.804,6,0.071743629,13.3,3,2,1,2,11
0,748,218.3166,5660.6316,1,0.035731825,6.71,3,2,1,2,11
0,267,226.9694,6851.081999999999,13,0.11913174900000001,15.0,7,1,1,1,18
0,1087,86.8224,1448.7808,3,0.037217847000000005,12.792854228644991,5,2,1,3,35
0,1474,33.89,99.87,9,0.038559926,9.105,7,1,1,1,18
0,138,75.4012,986.7156,7,0.054238448,11.8,9,0,1,1,21
0,966,124.5388,1733.7432,0,0.075856062,12.0,3,2,1,2,11
0,336,37.8506,265.6542,6,0.048957533,20.7,3,2,1,2,11
1,369,191.553,6641.355,6,0.059160135,10.3,2,1,1,1,13
1,1120,46.0376,527.3136,5,0.041536962000000004,19.6,1,2,0,1,33
1,250,193.482,2510.0660000000003,13,0.0,6.89,9,0,1,1,21
0,302,216.385,3678.545,4,0.070297175,16.7,7,1,1,1,18
1,14,175.0054,1926.1594,14,0.044984874,13.0,8,0,2,1,23
0,26,241.7512,5331.7264,14,0.167155198,10.1,8,0,2,1,23
0,759,130.3994,2826.9868,2,0.14298686300000002,15.6,1,2,0,1,33
0,77,173.7422,2759.0752,14,0.0,7.97,7,1,1,1,18
0,1307,54.5956,218.3824,9,0.162856593,12.792854228644991,4,0,2,0,35
0,1483,128.9652,1808.3128,9,0.0,5.945,2,1,1,1,13
1,1141,234.4958,3271.7412,6,0.014885998000000001,20.35,3,2,1,2,11
1,460,96.4068,2527.3768,15,0.12881621199999999,13.5,8,0,2,1,23
1,1175,65.0142,856.8846,0,0.029680868,6.71,3,2,1,2,11
0,985,166.0184,330.2368,1,0.036360676,12.15,0,2,1,0,22
1,702,50.5034,1458.102,6,0.016582833,17.7,1,2,0,1,33
1,736,193.9478,4456.1994,6,0.112316501,20.5,1,2,0,1,33
0,1131,235.1958,4673.916,6,0.096653315,19.1,1,2,0,1,33
0,523,191.2162,1924.162,5,0.021984639,12.3,2,1,1,1,13
0,335,62.0878,302.939,5,0.143351652,8.905,9,0,1,1,21
1,244,40.0454,209.727,3,0.041482394,14.5,2,1,1,1,13
1,1052,190.7188,1904.1879999999999,6,0.040069806,8.365,2,1,1,1,13
0,1321,141.947,2004.058,9,0.052239735,8.51,2,1,1,1,13
0,1546,144.047,3149.2340000000004,9,0.015149955,6.38,1,2,0,1,33
0,1550,253.8698,3297.7074,9,0.09370568,12.792854228644991,5,2,1,3,35
1,211,115.1176,1488.7288,5,0.052401765999999995,16.7,6,1,2,1,16
1,598,231.7668,460.7336,5,0.06312198200000001,10.0,1,2,0,1,33
1,391,168.6448,2897.5616,6,0.058946687000000005,14.5,7,1,1,1,18
0,345,50.3692,591.2304,6,0.171245426,14.65,1,2,0,1,33
1,993,45.3402,918.804,13,0.134057426,12.792854228644991,5,2,1,3,35
1,150,163.8526,1808.9786,6,0.05036845400000001,11.85,2,1,1,1,13
0,1284,127.1336,2812.3392,9,0.026986367,19.0,8,0,2,1,23
0,712,45.806000000000004,1165.15,6,0.120543611,6.36,8,0,2,1,23
0,999,58.4562,711.0744,10,0.036037952000000005,18.85,8,0,2,1,23
0,1367,165.9184,2972.1312,9,0.0067253880000000005,9.6,3,2,1,2,11
0,485,177.3344,1605.9096,3,0.034940979,5.94,9,0,1,1,21
0,33,189.9872,1323.6104,14,0.094219593,13.5,8,0,2,1,23
0,1412,117.5808,351.5424,9,0.048004263,10.85,0,2,1,0,22
1,881,147.376,2197.14,5,0.066164431,15.15,6,1,2,1,16
1,343,62.4194,804.9522,4,0.0,15.6,3,2,1,2,11
1,733,122.9388,2105.2596,10,0.0,5.15,2,1,1,1,13
1,165,253.9672,3068.0064,4,0.030975716,20.35,9,0,1,1,21
1,514,208.8296,5400.9696,0,0.039101813,8.895,9,0,1,1,21
0,919,181.7608,1102.5648,10,0.010039493,21.25,3,2,1,2,11
0,387,195.7768,2956.152,3,0.117308165,4.905,6,1,2,1,16
1,270,124.17299999999999,1601.249,4,0.009641375,10.895,7,1,1,1,18
0,1388,254.604,759.012,11,0.113212516,12.792854228644991,4,0,2,0,35
1,1233,185.22400000000002,6338.416,0,0.06749003599999999,17.75,6,1,2,1,16
0,1086,50.2034,1166.4816,0,0.037573095,6.8,7,1,1,1,18
0,443,156.9604,4595.3516,12,0.031219108,10.395,6,1,2,1,16
0,1460,193.5794,390.1588,8,0.032606181,14.8,0,2,1,0,22
0,461,84.554,778.9860000000001,0,0.0,13.5,3,2,1,2,11
1,1125,183.6634,2544.6876,0,0.106731895,16.0,6,1,2,1,16
0,561,211.956,4474.1759999999995,13,0.0112259,17.85,1,2,0,1,33
0,1046,127.102,3289.052,0,0.026355345,18.7,7,1,1,1,18
0,1525,159.3604,2059.9852,8,0.01548171,18.0,7,1,1,1,18
0,992,120.8414,852.8898,6,0.045465958,12.792854228644991,4,0,2,0,35
1,340,162.7868,4258.4568,0,0.041857101,5.26,7,1,1,1,18
1,709,94.9752,1534.0032,10,0.0,6.175,7,1,1,1,18
1,1089,156.6314,3257.7594,10,0.151159243,5.86,7,1,1,1,18
0,534,246.9118,5681.2714,0,0.056161529,12.792854228644991,5,2,1,3,35
1,828,161.1578,1765.0358,1,0.142419608,10.5,1,2,0,1,33
0,1021,110.3228,2763.07,6,0.031410377999999996,9.5,3,2,1,2,11
0,725,93.0804,2940.1728,3,0.077790204,12.792854228644991,5,2,1,3,35
1,656,178.2344,2854.9504,5,0.014166739,11.8,2,1,1,1,13
1,1221,81.8592,1238.388,6,0.11021544400000001,12.5,7,1,1,1,18
0,281,119.3098,1928.1568,5,0.016679143,19.35,3,2,1,2,11
1,1066,195.011,2749.7540000000004,0,0.117339056,20.2,6,1,2,1,16
0,1328,123.5046,2739.1012,9,0.11222774699999999,20.2,1,2,0,1,33
0,1147,100.57,5093.37,3,0.062724117,12.792854228644991,5,2,1,3,35
0,1086,49.6034,972.068,0,0.037555347999999995,6.8,9,0,1,1,21
0,127,39.1848,559.2719999999999,14,0.112349962,12.792854228644991,5,2,1,3,35
0,385,116.7834,4952.8862,13,0.093217569,12.792854228644991,5,2,1,3,35
0,1548,170.5422,3621.2862,9,0.17766124600000002,8.43,6,1,2,1,16
0,896,64.6826,774.9912,1,0.11184963,9.3,2,1,1,1,13
1,193,88.3856,1318.2839999999999,4,0.06321435,11.35,6,1,2,1,16
0,1363,59.3536,918.804,8,0.077892365,20.1,2,1,1,1,13
0,954,49.0008,101.2016,13,0.051564827,11.35,0,2,1,0,22
1,769,228.601,7350.432,5,0.070349402,12.792854228644991,5,2,1,3,35
0,1468,117.5492,1390.1904,8,0.024521239,9.8,2,1,1,1,13
0,1419,76.3328,1312.9576,9,0.021447102000000003,20.35,2,1,1,1,13
1,1126,241.2196,6507.5292,0,0.026059557,18.2,6,1,2,1,16
0,115,105.2938,2036.6822,7,0.015301418,18.35,6,1,2,1,16
0,134,179.86599999999999,3595.32,7,0.0,12.1,7,1,1,1,18
1,633,174.0712,2460.7968,2,0.060615254,10.695,1,2,0,1,33
0,388,184.2292,4560.73,5,0.066459891,12.792854228644991,5,2,1,3,35
1,983,33.1558,543.2928,13,0.07687604599999999,11.8,7,1,1,1,18
0,478,263.5884,2384.8956,4,0.14215211,13.8,2,1,1,1,13
0,512,46.4744,543.2928,13,0.058632705,15.0,3,2,1,2,11
1,1069,105.1306,3135.9179999999997,10,0.024541277,5.63,8,0,2,1,23
1,149,124.3072,2695.1584,6,0.030992735,7.55,9,0,1,1,21
0,999,57.3562,1007.3554,10,0.036241797,18.85,2,1,1,1,13
1,506,61.951,1518.024,0,0.038398937,7.22,7,1,1,1,18
0,561,211.65599999999998,2556.672,13,0.011258035,17.85,7,1,1,1,18
0,653,177.437,3528.74,2,0.072511335,8.895,9,0,1,1,21
0,1048,54.6956,163.7868,4,0.10168915099999999,19.25,1,2,0,1,33
0,1510,194.2478,2712.4692,9,0.066625843,11.3,1,2,0,1,33
0,801,107.8622,1058.622,13,0.162242617,10.85,8,0,2,1,23
0,108,189.85299999999998,4933.5779999999995,14,0.0,5.0,7,1,1,1,18
0,1547,110.2544,1454.1072,8,0.0,20.0,1,2,0,1,33
0,313,43.7454,671.1264,5,0.044008347,12.792854228644991,5,2,1,3,35
0,1057,264.6226,4757.8068,3,0.025867353,10.0,9,0,1,1,21
0,1195,74.33800000000001,146.476,0,0.016476618999999998,12.792854228644991,4,0,2,0,35
0,452,185.7582,3529.4058,13,0.031095246,8.63,8,0,2,1,23
0,1295,115.4518,2390.8878,9,0.0,9.1,2,1,1,1,13
0,228,62.5852,438.0964,4,0.038422076,6.92,1,2,0,1,33
0,1338,228.40099999999998,229.701,9,0.061155983,6.86,0,2,1,0,22
0,1347,37.819,439.42800000000005,11,0.08131178,20.0,6,1,2,1,16
0,614,87.1198,2529.3742,6,0.12575682400000002,14.1,6,1,2,1,16
0,410,41.7454,209.727,5,0.05661033,17.6,2,1,1,1,13
0,532,35.1216,415.4592,12,0.073709686,17.75,3,2,1,2,11
1,528,191.653,3795.06,3,0.040432954,8.6,2,1,1,1,13
0,1422,100.4384,1970.7679999999998,8,0.046749112,7.27,3,2,1,2,11
0,1086,50.4034,48.6034,0,0.06276237400000001,6.8,0,2,1,0,22
1,675,170.7132,4904.2828,13,0.045542627999999995,12.792854228644991,5,2,1,3,35
1,459,103.1332,820.2656,13,0.041346469,6.935,9,0,1,1,21
1,1099,175.137,1235.059,10,0.036903419,6.69,6,1,2,1,16
0,112,233.9616,4452.8704,7,0.07508445700000001,12.792854228644991,5,2,1,3,35
0,987,57.4246,810.9444,3,0.026735372,12.35,7,1,1,1,18
0,264,115.1518,683.1108,6,0.17245325399999997,15.6,1,2,0,1,33
1,403,246.2486,8063.5038,5,0.035666655,12.792854228644991,5,2,1,3,35
0,497,175.5054,2451.4756,6,0.037581243,13.1,8,0,2,1,23
1,546,100.1016,1619.2256,6,0.12220294599999999,9.195,1,2,0,1,33
0,1096,107.1622,423.4488,0,0.056921875999999996,11.15,6,1,2,1,16
1,604,180.9318,1984.7498,4,0.06331937900000001,16.1,6,1,2,1,16
0,878,266.1884,5299.768,3,0.124402507,6.465,1,2,0,1,33
0,729,161.5578,320.9156,13,0.108879177,20.75,9,0,1,1,21
0,898,115.7492,2548.6824,3,0.032125561000000004,7.655,2,1,1,1,13
1,1038,193.5794,1950.7939999999999,4,0.076097073,20.25,1,2,0,1,33
0,520,189.7504,2492.7552,13,0.052766297000000004,18.75,1,2,0,1,33
1,246,86.054,1038.6480000000001,4,0.020601791,11.5,9,0,1,1,21
0,1338,231.601,7580.133000000001,9,0.036360386,12.792854228644991,5,2,1,3,35
0,307,154.7998,3383.5956,13,0.140571971,12.792854228644991,5,2,1,3,35
0,937,123.2072,1837.608,3,0.05074138,7.5,6,1,2,1,16
1,847,229.1352,4580.704000000001,13,0.015997687,17.0,7,1,1,1,18
0,781,170.4422,5000.8238,13,0.033018558999999996,12.792854228644991,5,2,1,3,35
0,78,177.9028,4781.7756,4,0.022703692999999997,6.03,8,0,2,1,23
1,233,143.7154,4821.7236,13,0.013431108999999998,12.792854228644991,5,2,1,3,35
1,776,235.6248,1896.1984,10,0.0,15.0,9,0,1,1,21
0,22,97.4042,2281.6966,4,0.023876985,18.75,9,0,1,1,21
0,561,213.75599999999997,3408.8959999999997,13,0.011281018,17.85,3,2,1,2,11
0,115,107.5938,1822.2946,7,0.015328106000000001,18.35,9,0,1,1,21
1,1092,87.1882,515.3292,6,0.09448807099999999,18.35,7,1,1,1,18
0,1375,44.677,173.108,8,0.047897663,19.6,8,0,2,1,23
0,3,190.053,569.259,14,0.081841136,12.792854228644991,5,2,1,3,35
0,1376,260.9594,2878.2534,9,0.072212787,14.65,7,1,1,1,18
0,436,195.3478,1162.4868,13,0.049505857,21.0,3,2,1,2,11
0,1425,45.2086,669.1289999999999,9,0.02981155,9.6,2,1,1,1,13
0,1019,154.4314,2326.971,10,0.058181585,17.6,9,0,1,1,21
1,1110,166.4526,4769.1254,5,0.037734782,14.0,2,1,1,1,13
0,1554,119.1098,964.0784,9,0.0,6.59,2,1,1,1,13
1,1194,47.8402,91.8804,1,0.026827052,17.6,0,2,1,0,22
0,672,191.35299999999998,2277.036,6,0.072881535,11.5,8,0,2,1,23
1,1141,234.0958,2570.6538,6,0.014822802,20.35,6,1,2,1,16
0,1352,152.3682,1677.1502,8,0.046159927999999996,18.7,9,0,1,1,21
1,687,143.8786,4334.358,6,0.107662745,5.46,2,1,1,1,13
0,1219,62.351000000000006,822.263,5,0.038014104,9.31,9,0,1,1,21
1,531,174.9396,1569.9564,6,0.10630714599999999,12.3,6,1,2,1,16
1,473,248.1092,4233.1564,6,0.06667205799999999,18.2,2,1,1,1,13
0,234,200.0084,1984.0839999999998,13,0.015341138999999998,18.25,3,2,1,2,11
1,1179,156.463,938.778,4,0.171174491,18.25,7,1,1,1,18
0,1552,252.7698,761.0094,9,0.325780807,12.792854228644991,4,0,2,0,35
0,137,114.486,2490.092,7,0.112859454,10.195,2,1,1,1,13
1,1083,102.4358,2010.7160000000001,13,0.005962753,5.34,6,1,2,1,16
1,1226,123.1756,3998.7948,4,0.047358246,12.792854228644991,5,2,1,3,35
1,622,167.87900000000002,2886.243,13,0.086105815,11.15,7,1,1,1,18
0,567,126.302,3036.048,10,0.026882496000000002,9.8,9,0,1,1,21
0,346,178.5002,5552.1062,6,0.040521714,12.1,3,2,1,2,11
0,848,200.0742,8958.339,1,0.020597493,12.792854228644991,5,2,1,3,35
0,964,169.2816,3523.4136,13,0.08553847699999999,12.792854228644991,5,2,1,3,35
0,913,141.547,3006.087,13,0.0,15.5,2,1,1,1,13
1,362,147.2418,1324.2762,13,0.0,15.5,3,2,1,2,11
1,733,122.1388,495.3552,10,0.10239789,5.15,0,2,1,0,22
0,920,37.5822,196.41099999999997,5,0.0,17.25,0,2,1,0,22
0,1527,191.3162,1346.9134,8,0.0304697,18.35,1,2,0,1,33
0,175,38.5822,78.5644,10,0.021287234,6.32,0,2,1,0,22
0,1336,96.7726,2642.5602,8,0.034467286,5.51,6,1,2,1,16
0,968,228.8352,5267.8096,4,0.1027194,13.35,7,1,1,1,18
0,661,98.5358,402.1432,2,0.266234421,12.792854228644991,4,0,2,0,35
1,1162,206.8638,207.0638,6,0.129668578,12.792854228644991,4,0,2,0,35
1,925,189.4556,3567.3564,1,0.02923013,12.792854228644991,5,2,1,3,35
0,1286,173.2422,2069.3064,9,0.17641157899999999,12.792854228644991,5,2,1,3,35
0,168,214.7192,862.8768,6,0.050371507999999995,14.0,0,2,1,0,22
0,999,58.5562,770.3306,10,0.036184755,18.85,3,2,1,2,11
1,1039,89.3514,177.1028,10,0.07001738099999999,12.792854228644991,4,0,2,0,35
0,1527,190.6162,3271.0754,8,0.030556922,18.35,7,1,1,1,18
0,1556,237.0248,5451.5704,9,0.011278535,10.5,1,2,0,1,33
1,722,191.0872,4349.0056,13,0.0,9.6,2,1,1,1,13
0,816,147.476,3368.948,13,0.027812304,12.792854228644991,5,2,1,3,35
1,1243,187.72400000000002,2050.6639999999998,0,0.066051758,6.035,3,2,1,2,11
0,564,150.0734,3563.3616,3,0.053506995999999994,6.65,3,2,1,2,11
1,1009,178.7028,4604.6728,10,0.096046304,12.792854228644991,5,2,1,3,35
0,879,156.9288,1571.2879999999998,4,0.049922304,7.285,1,2,0,1,33
1,805,175.4712,2988.1104,5,0.036083537,11.1,9,0,1,1,21
1,328,167.87900000000002,4074.696,6,0.005539114,11.35,9,0,1,1,21
0,467,113.1834,3109.9518,13,0.036939673,12.3,8,0,2,1,23
0,1373,99.3042,2281.6966,8,0.037793818,11.6,2,1,1,1,13
1,531,173.7396,3663.2316,6,0.106928681,12.3,2,1,1,1,13
1,666,252.4724,3271.7412,13,0.138585859,18.85,7,1,1,1,18
1,465,116.7492,1621.8888,6,0.06407717,9.8,3,2,1,2,11
0,571,74.7354,1128.531,0,0.037708542000000005,7.445,7,1,1,1,18
1,805,177.2712,2109.2544,5,0.036020711000000004,11.1,6,1,2,1,16
0,436,194.4478,968.7389999999999,13,0.049295686,21.0,6,1,2,1,16
0,630,259.2646,3091.9752,13,0.06449461,20.2,7,1,1,1,18
1,1126,239.2196,3133.2548,0,0.026117345,18.2,7,1,1,1,18
1,647,102.4674,2037.348,10,0.025904648,11.8,1,2,0,1,33
1,398,188.9556,563.2668,6,0.080235512,20.6,0,2,1,0,22
0,23,45.306000000000004,1304.968,14,0.013830218,9.8,1,2,0,1,33
0,665,161.0236,483.3708,13,0.076855628,18.6,8,0,2,1,23
0,1454,256.7014,2805.0154,9,0.041824524,13.0,8,0,2,1,23
1,1060,118.0466,1060.6194,5,0.12152072,20.7,8,0,2,1,23
1,242,120.8098,1325.6078,13,0.073289899,9.8,2,1,1,1,13
1,1159,195.4452,4502.1396,10,0.022054552999999998,9.5,6,1,2,1,16
0,1302,144.6786,2889.572,9,0.029054046,21.1,9,0,1,1,21
0,1367,164.1184,3797.7232,9,0.006665666999999999,12.792854228644991,5,2,1,3,35
1,1216,104.09899999999999,2476.776,3,0.009057131999999999,8.975,6,1,2,1,16
0,956,199.1084,2182.4924,0,0.04595503099999999,4.92,8,0,2,1,23
1,220,145.8102,1895.5326,4,0.007551606999999999,17.5,9,0,1,1,21
0,1285,103.3964,3050.6956,9,0.023835164,12.792854228644991,5,2,1,3,35
1,960,244.6144,3185.1872,5,0.047503317999999996,9.695,9,0,1,1,21
0,547,227.5352,916.1408,13,0.160665697,12.792854228644991,4,0,2,0,35
0,1458,123.7414,121.8414,9,0.048661040999999995,7.725,0,2,1,0,22
0,1263,106.0596,215.7192,0,0.208987123,12.792854228644991,4,0,2,0,35
0,1367,164.9184,2972.1312,9,0.006692529,9.6,1,2,0,1,33
1,1025,173.4054,875.5269999999999,1,0.136695145,9.1,0,2,1,0,22
1,840,265.6884,2649.884,3,0.140311123,17.0,2,1,1,1,13
1,208,52.364,745.696,3,0.031330907000000005,14.0,7,1,1,1,18
1,16,55.8614,1436.7964,14,0.061521569000000005,12.1,2,1,1,1,13
0,412,221.5772,3558.0352,6,0.176991029,19.85,2,1,1,1,13
1,1206,163.1184,2807.0128,3,0.0120098,17.2,6,1,2,1,16
1,293,183.3924,2776.386,3,0.072141818,8.71,6,1,2,1,16
1,250,192.68200000000002,2703.1479999999997,13,0.136984147,6.89,3,2,1,2,11
0,22,97.9042,1686.4714,4,0.0,18.75,7,1,1,1,18
0,178,57.793,1754.3829999999998,6,0.052964982,12.792854228644991,5,2,1,3,35
0,1067,154.4682,1524.682,3,0.0,14.5,1,2,0,1,33
0,1042,64.15100000000001,316.255,6,0.155316936,12.792854228644991,4,0,2,0,35
1,560,152.8682,5031.4506,6,0.048738407000000004,12.792854228644991,5,2,1,3,35
0,1264,149.4734,2969.468,8,0.0,20.75,1,2,0,1,33
0,827,161.5552,1787.0072,13,0.010031539,17.6,1,2,0,1,33
0,593,91.0488,1086.5856,13,0.036383293,16.85,6,1,2,1,16
1,284,178.1344,3568.688,13,0.0,20.6,6,1,2,1,16
0,1087,86.9224,255.6672,3,0.03736783,5.175,1,2,0,1,33
0,857,196.9794,1560.6352,1,0.087604647,17.85,9,0,1,1,21
0,43,152.234,5053.4220000000005,4,0.028461452999999998,8.93,9,0,1,1,21
1,810,97.2726,1957.4520000000002,0,0.034244601,12.792854228644991,5,2,1,3,35
0,898,114.1492,1158.492,3,0.031938827999999995,7.655,6,1,2,1,16
0,1344,224.5746,2692.4952,9,0.014024028000000001,18.35,8,0,2,1,23
0,1360,100.9332,1743.0644,9,0.014232071,12.792854228644991,5,2,1,3,35
0,1205,104.3332,1435.4648,0,0.023730384,14.0,6,1,2,1,16
0,219,56.1272,671.1264,4,0.038578846,11.6,9,0,1,1,21
0,83,57.3904,703.0848,14,0.10803618699999999,15.85,3,2,1,2,11
1,233,143.2154,1559.9694,13,0.013572808,10.5,2,1,1,1,13
1,1026,98.7384,1773.6912,0,0.06082402,16.7,1,2,0,1,33
0,1500,230.90099999999998,4364.319,9,0.074345142,17.6,1,2,0,1,33
0,994,123.1046,249.0092,13,0.075501241,18.25,3,2,1,2,11
